ID,Name,State,Year,Month,Temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-027,Inyo County,California,2023,October,63.3,2.3,100,61
CA-029,Kern County,California,2023,October,65,2.7,108,62.3
CA-031,Kings County,California,2023,October,67.7,3.2,111,64.5
CA-033,Lake County,California,2023,October,60.4,1.4,92,59
CA-035,Lassen County,California,2023,October,49.5,1.6,90,47.9
CA-037,Los Angeles County,California,2023,October,65.9,3.5,111,62.4
CA-039,Madera County,California,2023,October,60.2,2.9,109,57.4
CA-041,Marin County,California,2023,October,62.1,3.5,125,58.6
CA-043,Mariposa County,California,2023,October,59.4,2.5,108,56.9
CA-045,Mendocino County,California,2023,October,59.2,1.5,98,57.7
CA-047,Merced County,California,2023,October,66.1,2.7,114,63.4
CA-049,Modoc County,California,2023,October,49.8,2.6,106,47.2
CA-051,Mono County,California,2023,October,46.7,1.6,95,45.1
CA-053,Monterey County,California,2023,October,63.6,3.4,119,60.2
CA-055,Napa County,California,2023,October,63.9,2.4,106,61.5
CA-057,Nevada County,California,2023,October,55.7,1.4,88,54.3
CA-059,Orange County,California,2023,October,69.6,4.1,119,65.5
CA-061,Placer County,California,2023,October,57.2,1.5,93,55.7
CA-063,Plumas County,California,2023,October,50.3,1.2,86,49.1
CA-065,Riverside County,California,2023,October,72.4,3.7,111,68.7
CA-067,Sacramento County,California,2023,October,66.2,2.3,106,63.9
CA-069,San Benito County,California,2023,October,63.8,3.4,116,60.4
CA-071,San Bernardino County,California,2023,October,69.2,2.8,103,66.4
CA-073,San Diego County,California,2023,October,67.3,3.5,114,63.8
CA-075,San Francisco County,California,2023,October,62.5,3,121,59.5
CA-077,San Joaquin County,California,2023,October,66.5,3,119,63.5
CA-079,San Luis Obispo County,California,2023,October,64.1,3.6,120,60.5
CA-081,San Mateo County,California,2023,October,62.4,3.5,124,58.9
CA-083,Santa Barbara County,California,2023,October,63.4,3.9,122,59.5
CA-085,Santa Clara County,California,2023,October,63.7,3.2,120,60.5
CA-087,Santa Cruz County,California,2023,October,63.3,4.1,126,59.2
CA-089,Shasta County,California,2023,October,58.3,1.8,95,56.5
CA-091,Sierra County,California,2023,October,50.7,1.7,94,49
CA-093,Siskiyou County,California,2023,October,51.7,1.8,100,49.9
CA-095,Solano County,California,2023,October,65.5,2.6,112,62.9
CA-097,Sonoma County,California,2023,October,62,2.4,111,59.6
CA-099,Stanislaus County,California,2023,October,65.6,2.5,112,63.1
CA-101,Sutter County,California,2023,October,66.6,2.5,109,64.1
CA-103,Tehama County,California,2023,October,61.6,1.2,87,60.4
CA-105,Trinity County,California,2023,October,55.5,1.8,96,53.7
CA-107,Tulare County,California,2023,October,58,2.8,109,55.2
CA-109,Tuolumne County,California,2023,October,54.4,2.3,106,52.1
CA-111,Ventura County,California,2023,October,62.5,3.7,115,58.8
CA-113,Yolo County,California,2023,October,65.2,1.6,101,63.6
CA-115,Yuba County,California,2023,October,64.2,2,97,62.2
CA-001,Alameda County,California,2023,November,56,2.9,120,53.1
CA-003,Alpine County,California,2023,November,38.3,1.6,84,36.7
CA-005,Amador County,California,2023,November,52.3,2.1,103,50.2
CA-007,Butte County,California,2023,November,53.7,3.1,112,50.6
CA-009,Calaveras County,California,2023,November,52.6,2.3,108,50.3
CA-011,Colusa County,California,2023,November,55.4,3.6,122,51.8
CA-013,Contra Costa County,California,2023,November,56.1,2.8,114,53.3
CA-015,Del Norte County,California,2023,November,46.7,2.3,109,44.4
CA-017,El Dorado County,California,2023,November,48.1,1.7,89,46.4
CA-019,Fresno County,California,2023,November,49.7,3,111,46.7
CA-021,Glenn County,California,2023,November,54.2,3.6,121,50.6
CA-023,Humboldt County,California,2023,November,49.1,2.1,106,47
CA-025,Imperial County,California,2023,November,65.3,3.1,108,62.2
CA-027,Inyo County,California,2023,November,50.4,1.3,75,49.1
CA-029,Kern County,California,2023,November,54.5,2.7,105,51.8
CA-031,Kings County,California,2023,November,56.7,3.5,116,53.2
CA-033,Lake County,California,2023,November,51.1,2.2,107,48.9
CA-035,Lassen County,California,2023,November,38.7,1.6,86,37.1
CA-037,Los Angeles County,California,2023,November,57.3,2.8,102,54.5
CA-039,Madera County,California,2023,November,50.3,3.1,114,47.2
CA-041,Marin County,California,2023,November,56.6,3.6,126,53
CA-043,Mariposa County,California,2023,November,49.5,2.6,110,46.9
CA-045,Mendocino County,California,2023,November,51.4,2.3,111,49.1
CA-047,Merced County,California,2023,November,55.7,2.8,111,52.9
CA-049,Modoc County,California,2023,November,39.6,3,111,36.6
CA-051,Mono County,California,2023,November,36.6,1.1,78,35.5
CA-053,Monterey County,California,2023,November,55.5,2.9,113,52.6
CA-055,Napa County,California,2023,November,54.8,2.8,113,52
CA-057,Nevada County,California,2023,November,45.9,1.2,82,44.7
CA-059,Orange County,California,2023,November,64.3,4.3,122,60
CA-061,Placer County,California,2023,November,47.5,1.5,87,46
CA-063,Plumas County,California,2023,November,40.1,1.2,80,39
CA-065,Riverside County,California,2023,November,60.8,2.6,103,58.2
CA-067,Sacramento County,California,2023,November,56.1,2.4,110,53.7
CA-069,San Benito County,California,2023,November,54.3,3,113,51.3
CA-071,San Bernardino County,California,2023,November,56.3,1.5,86,54.8
CA-073,San Diego County,California,2023,November,59,2.8,106,56.2
CA-075,San Francisco County,California,2023,November,57.1,3,118,54.1
CA-077,San Joaquin County,California,2023,November,55.5,2.2,104,53.3
CA-079,San Luis Obispo County,California,2023,November,56.3,3.5,117,52.8
CA-081,San Mateo County,California,2023,November,56.6,3.4,123,53.2
CA-083,Santa Barbara County,California,2023,November,57.2,3.8,118,53.4
CA-085,Santa Clara County,California,2023,November,55.3,3.4,119,51.9
CA-087,Santa Cruz County,California,2023,November,57.2,4.4,127,52.8
CA-089,Shasta County,California,2023,November,47.8,1.9,100,45.9
CA-091,Sierra County,California,2023,November,40.8,1.6,87,39.2
CA-093,Siskiyou County,California,2023,November,41.5,2.1,99,39.4
CA-095,Solano County,California,2023,November,56.2,2.8,117,53.4
CA-097,Sonoma County,California,2023,November,55.4,3.3,123,52.1
CA-099,Stanislaus County,California,2023,November,55.1,2.5,108,52.6
CA-101,Sutter County,California,2023,November,56.4,2.9,115,53.5
CA-103,Tehama County,California,2023,November,51.7,2.2,105,49.5
CA-105,Trinity County,California,2023,November,45.4,2.1,105,43.3
CA-107,Tulare County,California,2023,November,48.6,3.1,112,45.5
CA-109,Tuolumne County,California,2023,November,44.7,1.9,95,42.8
CA-111,Ventura County,California,2023,November,55.2,3,105,52.2
CA-113,Yolo County,California,2023,November,55.6,2.5,112,53.1
CA-115,Yuba County,California,2023,November,54.3,2.3,102,52
CA-001,Alameda County,California,2023,December,52,4.9,129,47.1
CA-003,Alpine County,California,2023,December,37,6,125,31
CA-005,Amador County,California,2023,December,48.5,4.6,126,43.9
CA-007,Butte County,California,2023,December,49.3,5.2,129,44.1
CA-009,Calaveras County,California,2023,December,48.8,4.9,126,44
CA-011,Colusa County,California,2023,December,50.7,5.6,129,45.1
CA-013,Contra Costa County,California,2023,December,51.5,4.7,129,46.8
CA-015,Del Norte County,California,2023,December,44.7,4.6,127,40.1
CA-017,El Dorado County,California,2023,December,45.2,4.6,125,40.6
CA-019,Fresno County,California,2023,December,45.8,5.8,130,40
CA-021,Glenn County,California,2023,December,49.4,5.3,129,44.1
CA-023,Humboldt County,California,2023,December,46.8,4.5,127,42.3
CA-025,Imperial County,California,2023,December,59.3,4.8,126,54.5
CA-027,Inyo County,California,2023,December,46.6,5.1,127,41.5
CA-029,Kern County,California,2023,December,50.1,5.3,127,44.8
CA-031,Kings County,California,2023,December,52.4,6.7,130,45.7
CA-033,Lake County,California,2023,December,47.5,4.1,126,43.4
CA-035,Lassen County,California,2023,December,35.8,5.4,124,30.4
CA-037,Los Angeles County,California,2023,December,53.5,4.7,124,48.8
CA-039,Madera County,California,2023,December,46.8,6.1,130,40.7
CA-041,Marin County,California,2023,December,53,5,129,48
CA-043,Mariposa County,California,2023,December,46.3,5.4,127,40.9
CA-045,Mendocino County,California,2023,December,48.3,4.1,127,44.2
CA-047,Merced County,California,2023,December,51.7,6.1,129,45.6
CA-049,Modoc County,California,2023,December,37.1,7,127,30.1
CA-051,Mono County,California,2023,December,34.4,5.4,124,29
CA-053,Monterey County,California,2023,December,52.2,4.6,127,47.6
CA-055,Napa County,California,2023,December,50.4,4.6,128,45.8
CA-057,Nevada County,California,2023,December,42.6,3.8,118,38.8
CA-059,Orange County,California,2023,December,60.3,5.2,129,55.1
CA-061,Placer County,California,2023,December,44.2,4.3,124,39.9
CA-063,Plumas County,California,2023,December,36.7,4,122,32.7
CA-065,Riverside County,California,2023,December,55.7,4.4,123,51.3
CA-067,Sacramento County,California,2023,December,51.7,5.2,129,46.5
CA-069,San Benito County,California,2023,December,50.5,4.8,127,45.7
CA-071,San Bernardino County,California,2023,December,51.7,4.6,124,47.1
CA-073,San Diego County,California,2023,December,55.7,5,125,50.7
CA-075,San Francisco County,California,2023,December,53.6,4.4,127,49.2
CA-077,San Joaquin County,California,2023,December,52,6,129,46
CA-079,San Luis Obispo County,California,2023,December,53.1,5.6,129,47.5
CA-081,San Mateo County,California,2023,December,53,4.3,127,48.7
CA-083,Santa Barbara County,California,2023,December,54.2,5.6,130,48.6
CA-085,Santa Clara County,California,2023,December,51,4.7,128,46.3
CA-087,Santa Cruz County,California,2023,December,53,4.7,128,48.3
CA-089,Shasta County,California,2023,December,44.1,4.5,127,39.6
CA-091,Sierra County,California,2023,December,37.4,4.3,121,33.1
CA-093,Siskiyou County,California,2023,December,38.6,4.8,128,33.8
CA-095,Solano County,California,2023,December,51.6,5.1,129,46.5
CA-097,Sonoma County,California,2023,December,51.3,4.4,127,46.9
CA-099,Stanislaus County,California,2023,December,51.4,5.9,130,45.5
CA-101,Sutter County,California,2023,December,51.7,5.4,129,46.3
CA-103,Tehama County,California,2023,December,47.8,4.6,128,43.2
CA-105,Trinity County,California,2023,December,42.2,4.6,127,37.6
CA-107,Tulare County,California,2023,December,44.7,6,130,38.7
CA-109,Tuolumne County,California,2023,December,42.4,5.4,127,37
CA-111,Ventura County,California,2023,December,52.1,5.1,127,47
CA-113,Yolo County,California,2023,December,51.1,4.9,128,46.2
CA-115,Yuba County,California,2023,December,50,4.6,127,45.4
CA-001,Alameda County,California,2024,January,51.1,4.7,127,46.4
CA-003,Alpine County,California,2024,January,33.6,4.2,114,29.4
CA-005,Amador County,California,2024,January,44.8,1.7,92,43.1
CA-007,Butte County,California,2024,January,47,3.8,114,43.2
CA-009,Calaveras County,California,2024,January,45,1.7,92,43.3
CA-011,Colusa County,California,2024,January,48.2,3.8,116,44.4
CA-013,Contra Costa County,California,2024,January,50,4.1,120,45.9
CA-015,Del Norte County,California,2024,January,43.9,4.6,122,39.3
CA-017,El Dorado County,California,2024,January,41.7,2.1,93,39.6
CA-019,Fresno County,California,2024,January,42.6,3.4,112,39.2
CA-021,Glenn County,California,2024,January,47.4,4,118,43.4
CA-023,Humboldt County,California,2024,January,46.6,4.8,127,41.8
CA-025,Imperial County,California,2024,January,56.7,2.5,99,54.2
CA-027,Inyo County,California,2024,January,44.2,3,107,41.2
CA-029,Kern County,California,2024,January,47.3,3,109,44.3
CA-031,Kings County,California,2024,January,50.2,4.9,125,45.3
CA-033,Lake County,California,2024,January,45.6,2.7,110,42.9
CA-035,Lassen County,California,2024,January,34.5,5.4,121,29.1
CA-037,Los Angeles County,California,2024,January,50.7,2.9,106,47.8
CA-039,Madera County,California,2024,January,43.6,3.8,119,39.8
CA-041,Marin County,California,2024,January,52.2,5.1,128,47.1
CA-043,Mariposa County,California,2024,January,42.3,2.5,100,39.8
CA-045,Mendocino County,California,2024,January,47.3,3.4,122,43.9
CA-047,Merced County,California,2024,January,50.4,5.1,127,45.3
CA-049,Modoc County,California,2024,January,34.3,5.6,117,28.7
CA-051,Mono County,California,2024,January,31.6,4.4,119,27.2
CA-053,Monterey County,California,2024,January,50.2,3.3,111,46.9
CA-055,Napa County,California,2024,January,49.2,4.1,122,45.1
CA-057,Nevada County,California,2024,January,39.4,1.8,90,37.6
CA-059,Orange County,California,2024,January,56.7,2.7,100,54
CA-061,Placer County,California,2024,January,41,2.3,98,38.7
CA-063,Plumas County,California,2024,January,35.3,3.9,114,31.4
CA-065,Riverside County,California,2024,January,52.6,2.2,93,50.4
CA-067,Sacramento County,California,2024,January,50.5,4.7,125,45.8
CA-069,San Benito County,California,2024,January,48.2,3.3,113,44.9
CA-071,San Bernardino County,California,2024,January,49.2,2.6,101,46.6
CA-073,San Diego County,California,2024,January,51.8,2.3,96,49.5
CA-075,San Francisco County,California,2024,January,52.7,4.5,124,48.2
CA-077,San Joaquin County,California,2024,January,51.5,6,128,45.5
CA-079,San Luis Obispo County,California,2024,January,49.8,2.9,106,46.9
CA-081,San Mateo County,California,2024,January,51.6,3.6,120,48
CA-083,Santa Barbara County,California,2024,January,50.8,2.8,104,48
CA-085,Santa Clara County,California,2024,January,49.2,3.5,118,45.7
CA-087,Santa Cruz County,California,2024,January,51.5,3.9,124,47.6
CA-089,Shasta County,California,2024,January,41.7,2.9,104,38.8
CA-091,Sierra County,California,2024,January,35,3.3,102,31.7
CA-093,Siskiyou County,California,2024,January,37.7,4.8,120,32.9
CA-095,Solano County,California,2024,January,50.3,4.5,125,45.8
CA-097,Sonoma County,California,2024,January,50.8,4.4,128,46.4
CA-099,Stanislaus County,California,2024,January,50,4.9,125,45.1
CA-101,Sutter County,California,2024,January,50.2,4.6,124,45.6
CA-103,Tehama County,California,2024,January,45.3,2.9,105,42.4
CA-105,Trinity County,California,2024,January,41.2,3.9,116,37.3
CA-107,Tulare County,California,2024,January,40.8,2.7,103,38.1
CA-109,Tuolumne County,California,2024,January,38.2,2.5,99,35.7
CA-111,Ventura County,California,2024,January,48.9,2.9,104,46
CA-113,Yolo County,California,2024,January,49.8,4.2,122,45.6
CA-115,Yuba County,California,2024,January,47.3,2.8,105,44.5
CA-001,Alameda County,California,2024,February,50.9,1.4,88,49.5
CA-003,Alpine County,California,2024,February,31.8,1.5,82,30.3
CA-005,Amador County,California,2024,February,45.4,-0.3,48,45.7
CA-007,Butte County,California,2024,February,47.9,1,80,46.9
CA-009,Calaveras County,California,2024,February,45.8,-0.1,53,45.9
CA-011,Colusa County,California,2024,February,48.7,0.1,58,48.6
CA-013,Contra Costa County,California,2024,February,51.2,1.2,85,50
CA-015,Del Norte County,California,2024,February,42.2,0.7,78,41.5
CA-017,El Dorado County,California,2024,February,41,-0.3,49,41.3
CA-019,Fresno County,California,2024,February,43.5,1.2,80,42.3
CA-021,Glenn County,California,2024,February,47.6,0.5,63,47.1
CA-023,Humboldt County,California,2024,February,45.5,1.4,91,44.1
CA-025,Imperial County,California,2024,February,60.6,2.2,97,58.4
CA-027,Inyo County,California,2024,February,45.2,0.5,63,44.7
CA-029,Kern County,California,2024,February,49.4,1.6,92,47.8
CA-031,Kings County,California,2024,February,53.2,2.7,109,50.5
CA-033,Lake County,California,2024,February,44.3,-0.7,51,45
CA-035,Lassen County,California,2024,February,33.7,1.1,73,32.6
CA-037,Los Angeles County,California,2024,February,50.1,0.6,64,49.5
CA-039,Madera County,California,2024,February,44.7,1.8,93,42.9
CA-041,Marin County,California,2024,February,51.4,1.6,97,49.8
CA-043,Mariposa County,California,2024,February,43.2,0.9,80,42.3
CA-045,Mendocino County,California,2024,February,45.8,-0.1,61,45.9
CA-047,Merced County,California,2024,February,52,2.1,102,49.9
CA-049,Modoc County,California,2024,February,34.7,2.5,94,32.2
CA-051,Mono County,California,2024,February,30.5,1.3,78,29.2
CA-053,Monterey County,California,2024,February,49.9,1.1,83,48.8
CA-055,Napa County,California,2024,February,48.9,0.5,62,48.4
CA-057,Nevada County,California,2024,February,39.6,-0.1,52,39.7
CA-059,Orange County,California,2024,February,55.5,0.5,69,55
CA-061,Placer County,California,2024,February,41.1,0,53,41.1
CA-063,Plumas County,California,2024,February,34.4,0.5,61,33.9
CA-065,Riverside County,California,2024,February,55,1.3,82,53.7
CA-067,Sacramento County,California,2024,February,52.4,1.6,95,50.8
CA-069,San Benito County,California,2024,February,47.7,0.8,78,46.9
CA-071,San Bernardino County,California,2024,February,51.3,0.7,68,50.6
CA-073,San Diego County,California,2024,February,52,0.7,70,51.3
CA-075,San Francisco County,California,2024,February,52.6,1.5,92,51.1
CA-077,San Joaquin County,California,2024,February,52.6,2.2,102,50.4
CA-079,San Luis Obispo County,California,2024,February,50.5,1.9,95,48.6
CA-081,San Mateo County,California,2024,February,51.6,1.7,97,49.9
CA-083,Santa Barbara County,California,2024,February,50.1,1.5,86,48.6
CA-085,Santa Clara County,California,2024,February,49.3,1.2,82,48.1
CA-087,Santa Cruz County,California,2024,February,51.3,1.9,96,49.4
CA-089,Shasta County,California,2024,February,42.1,0.4,59,41.7
CA-091,Sierra County,California,2024,February,34.6,1,69,33.6
CA-093,Siskiyou County,California,2024,February,37,1.2,82,35.8
CA-095,Solano County,California,2024,February,51.4,0.9,78,50.5
CA-097,Sonoma County,California,2024,February,49.7,0.7,74,49
CA-099,Stanislaus County,California,2024,February,51,1.4,90,49.6
CA-101,Sutter County,California,2024,February,51.9,1.2,82,50.7
CA-103,Tehama County,California,2024,February,45.3,-0.1,53,45.4
CA-105,Trinity County,California,2024,February,40.5,0.7,70,39.8
CA-107,Tulare County,California,2024,February,42.2,1.4,84,40.8
CA-109,Tuolumne County,California,2024,February,37.9,0.6,73,37.3
CA-111,Ventura County,California,2024,February,47.5,0.8,73,46.7
CA-113,Yolo County,California,2024,February,50.8,0.7,77,50.1
CA-115,Yuba County,California,2024,February,49,0.5,61,48.5
CA-001,Alameda County,California,2024,March,53.1,1.2,87,51.9
CA-003,Alpine County,California,2024,March,33.2,-0.3,63,33.5
CA-005,Amador County,California,2024,March,47.7,-0.7,56,48.4
CA-007,Butte County,California,2024,March,50.4,0.1,70,50.3
CA-009,Calaveras County,California,2024,March,48.2,-0.5,57,48.7
CA-011,Colusa County,California,2024,March,52.3,-0,68,52.3
CA-013,Contra Costa County,California,2024,March,53.3,0.3,75,53
CA-015,Del Norte County,California,2024,March,43.1,-0.3,62,43.4
CA-017,El Dorado County,California,2024,March,42.5,-1.3,45,43.8
CA-019,Fresno County,California,2024,March,46.2,0.8,81,45.4
CA-021,Glenn County,California,2024,March,50.2,-0.4,58,50.6
CA-023,Humboldt County,California,2024,March,46.6,0.4,69,46.2
CA-025,Imperial County,California,2024,March,63.8,0.7,71,63.1
CA-027,Inyo County,California,2024,March,49.3,-0.3,54,49.6
CA-029,Kern County,California,2024,March,51.7,0.2,62,51.6
CA-031,Kings County,California,2024,March,56.7,2.1,94,54.6
CA-033,Lake County,California,2024,March,46.4,-1.3,42,47.7
CA-035,Lassen County,California,2024,March,36.8,-0.1,65,36.9
CA-037,Los Angeles County,California,2024,March,52,-0.1,53,52.1
CA-039,Madera County,California,2024,March,47.2,1,82,46.2
CA-041,Marin County,California,2024,March,52.2,1.2,87,51
CA-043,Mariposa County,California,2024,March,45.3,0.1,70,45.2
CA-045,Mendocino County,California,2024,March,46.9,-0.9,50,47.8
CA-047,Merced County,California,2024,March,54.8,1.1,86,53.7
CA-049,Modoc County,California,2024,March,37,0.6,69,36.4
CA-051,Mono County,California,2024,March,33.6,0.3,68,33.3
CA-053,Monterey County,California,2024,March,51.6,0.9,81,50.7
CA-055,Napa County,California,2024,March,51.4,0.3,73,51.1
CA-057,Nevada County,California,2024,March,41.3,-1.2,50,42.5
CA-059,Orange County,California,2024,March,56.6,0.2,60,56.4
CA-061,Placer County,California,2024,March,42.8,-1.1,50,43.9
CA-063,Plumas County,California,2024,March,36.4,-1.2,51,37.6
CA-065,Riverside County,California,2024,March,57.3,-0.2,51,57.5
CA-067,Sacramento County,California,2024,March,55.1,0.8,79,54.3
CA-069,San Benito County,California,2024,March,49.9,0.5,73,49.4
CA-071,San Bernardino County,California,2024,March,54.6,-0.8,46,55.4
CA-073,San Diego County,California,2024,March,52.9,-0.5,49,53.4
CA-075,San Francisco County,California,2024,March,53.9,1.3,93,52.6
CA-077,San Joaquin County,California,2024,March,55.7,1.7,94,54
CA-079,San Luis Obispo County,California,2024,March,51.9,1.1,82,50.8
CA-081,San Mateo County,California,2024,March,53.2,2,100,51.2
CA-083,Santa Barbara County,California,2024,March,51.2,1.3,79,49.9
CA-085,Santa Clara County,California,2024,March,51.3,1.1,85,50.2
CA-087,Santa Cruz County,California,2024,March,52.6,1.9,96,50.7
CA-089,Shasta County,California,2024,March,44.5,-0.7,56,45.2
CA-091,Sierra County,California,2024,March,36.3,-0.7,57,37
CA-093,Siskiyou County,California,2024,March,39,0,72,39
CA-095,Solano County,California,2024,March,54.3,0.6,78,53.7
CA-097,Sonoma County,California,2024,March,50.7,0.1,68,50.6
CA-099,Stanislaus County,California,2024,March,53.9,0.8,80,53.1
CA-101,Sutter County,California,2024,March,56.1,1.6,89,54.5
CA-103,Tehama County,California,2024,March,47.8,-0.8,50,48.6
CA-105,Trinity County,California,2024,March,42.3,-0.6,58,42.9
CA-107,Tulare County,California,2024,March,44.2,0.3,71,43.9
CA-109,Tuolumne County,California,2024,March,39.4,-0.7,56,40.1
CA-111,Ventura County,California,2024,March,49.2,0.7,75,48.5
CA-113,Yolo County,California,2024,March,54.1,0.4,76,53.7
CA-115,Yuba County,California,2024,March,51.8,0.1,72,51.7
CA-001,Alameda County,California,2024,April,57.2,2,102,55.2
CA-003,Alpine County,California,2024,April,40.7,2,91,38.7
CA-005,Amador County,California,2024,April,54.2,1,82,53.2
CA-007,Butte County,California,2024,April,57.2,1.6,90,55.6
CA-009,Calaveras County,California,2024,April,54.4,0.9,77,53.5
CA-011,Colusa County,California,2024,April,59.6,2.3,99,57.3
CA-013,Contra Costa County,California,2024,April,58.4,1.7,96,56.7
CA-015,Del Norte County,California,2024,April,48.2,1.2,94,47
CA-017,El Dorado County,California,2024,April,49.9,1.2,82,48.7
CA-019,Fresno County,California,2024,April,51.8,1.1,79,50.7
CA-021,Glenn County,California,2024,April,57.1,1.5,88,55.6
CA-023,Humboldt County,California,2024,April,51,1.3,88,49.7
CA-025,Imperial County,California,2024,April,71.5,1.7,85,69.8
CA-027,Inyo County,California,2024,April,57.8,1.1,78,56.7
CA-029,Kern County,California,2024,April,58,1,81,57
CA-031,Kings County,California,2024,April,61.6,1.2,85,60.4
CA-033,Lake County,California,2024,April,53.3,1.7,95,51.6
CA-035,Lassen County,California,2024,April,44.6,1.8,90,42.8
CA-037,Los Angeles County,California,2024,April,56.8,0.7,71,56.1
CA-039,Madera County,California,2024,April,52.8,1.3,85,51.5
CA-041,Marin County,California,2024,April,54.6,1.7,101,52.9
CA-043,Mariposa County,California,2024,April,51.7,1.4,87,50.3
CA-045,Mendocino County,California,2024,April,51.9,1.1,88,50.8
CA-047,Merced County,California,2024,April,59.7,0.9,82,58.8
CA-049,Modoc County,California,2024,April,44.2,1.8,90,42.4
CA-051,Mono County,California,2024,April,41.4,2,90,39.4
CA-053,Monterey County,California,2024,April,55.2,1.4,91,53.8
CA-055,Napa County,California,2024,April,57,1.9,95,55.1
CA-057,Nevada County,California,2024,April,48.4,0.8,75,47.6
CA-059,Orange County,California,2024,April,59.6,0.3,65,59.3
CA-061,Placer County,California,2024,April,50,1,83,49
CA-063,Plumas County,California,2024,April,44.4,1.2,82,43.2
CA-065,Riverside County,California,2024,April,64.9,1.2,75,63.7
CA-067,Sacramento County,California,2024,April,60.5,1.4,91,59.1
CA-069,San Benito County,California,2024,April,54.8,1.5,90,53.4
CA-071,San Bernardino County,California,2024,April,63.2,0.8,77,62.4
CA-073,San Diego County,California,2024,April,58.2,0.7,71,57.5
CA-075,San Francisco County,California,2024,April,55.7,1.3,95,54.4
CA-077,San Joaquin County,California,2024,April,60.4,1.5,94,58.9
CA-079,San Luis Obispo County,California,2024,April,55.7,1.4,89,54.3
CA-081,San Mateo County,California,2024,April,55.6,2.5,110,53.1
CA-083,Santa Barbara County,California,2024,April,53.6,1,81,52.6
CA-085,Santa Clara County,California,2024,April,55.4,2,103,53.4
CA-087,Santa Cruz County,California,2024,April,55.2,2.2,105,53
CA-089,Shasta County,California,2024,April,52.7,2,91,50.7
CA-091,Sierra County,California,2024,April,43.6,1.1,81,42.5
CA-093,Siskiyou County,California,2024,April,45.7,1.8,90,43.9
CA-095,Solano County,California,2024,April,59.8,1.9,98,57.9
CA-097,Sonoma County,California,2024,April,54.9,1.6,98,53.3
CA-099,Stanislaus County,California,2024,April,58.9,0.9,82,58
CA-101,Sutter County,California,2024,April,61.9,2.2,98,59.7
CA-103,Tehama County,California,2024,April,55.2,1.4,83,53.8
CA-105,Trinity County,California,2024,April,49.2,1.8,88,47.4
CA-107,Tulare County,California,2024,April,50,0.7,77,49.3
CA-109,Tuolumne County,California,2024,April,46.7,1.7,88,45
CA-111,Ventura County,California,2024,April,52.5,0.9,76,51.6
CA-113,Yolo County,California,2024,April,59.8,1.4,88,58.4
CA-115,Yuba County,California,2024,April,58,1.2,83,56.8
CA-001,Alameda County,California,2024,May,62.5,2.7,112,59.8
CA-003,Alpine County,California,2024,May,47.5,2.2,96,45.3
CA-005,Amador County,California,2024,May,63.4,3.6,117,59.8
CA-007,Butte County,California,2024,May,66.5,3.9,116,62.6
CA-009,Calaveras County,California,2024,May,63.6,3.4,113,60.2
CA-011,Colusa County,California,2024,May,68.7,3.9,119,64.8
CA-013,Contra Costa County,California,2024,May,64.2,2.7,109,61.5
CA-015,Del Norte County,California,2024,May,54.8,2.4,105,52.4
CA-017,El Dorado County,California,2024,May,58,2.5,103,55.5
CA-019,Fresno County,California,2024,May,60.5,2.7,103,57.8
CA-021,Glenn County,California,2024,May,66.5,3.2,113,63.3
CA-023,Humboldt County,California,2024,May,56.5,2.1,98,54.4
CA-025,Imperial County,California,2024,May,80.4,3.2,110,77.2
CA-027,Inyo County,California,2024,May,67.6,2.6,96,65
CA-029,Kern County,California,2024,May,66.8,2.5,99,64.3
CA-031,Kings County,California,2024,May,70.2,2.7,101,67.5
CA-033,Lake County,California,2024,May,61.8,3.4,117,58.4
CA-035,Lassen County,California,2024,May,51.6,1.1,84,50.5
CA-037,Los Angeles County,California,2024,May,62.5,1.2,76,61.3
CA-039,Madera County,California,2024,May,61,2.4,98,58.6
CA-041,Marin County,California,2024,May,58,2.6,117,55.4
CA-043,Mariposa County,California,2024,May,59.6,2.2,98,57.4
CA-045,Mendocino County,California,2024,May,58.6,2.6,111,56.1
CA-047,Merced County,California,2024,May,66.7,1.4,87,65.3
CA-049,Modoc County,California,2024,May,50.9,1,80,49.9
CA-051,Mono County,California,2024,May,49,2.1,92,46.9
CA-053,Monterey County,California,2024,May,60.1,1.4,88,58.7
CA-055,Napa County,California,2024,May,63.8,3,114,60.8
CA-057,Nevada County,California,2024,May,57.2,2.8,104,54.4
CA-059,Orange County,California,2024,May,62.6,0.3,67,62.3
CA-061,Placer County,California,2024,May,58.4,2.7,104,55.7
CA-063,Plumas County,California,2024,May,52,1.7,96,50.3
CA-065,Riverside County,California,2024,May,73.2,2.6,103,70.6
CA-067,Sacramento County,California,2024,May,68,2.8,108,65.2
CA-069,San Benito County,California,2024,May,61.6,2,98,59.6
CA-071,San Bernardino County,California,2024,May,72.8,2.5,96,70.3
CA-073,San Diego County,California,2024,May,63.6,1.1,81,62.5
CA-075,San Francisco County,California,2024,May,58.6,1.9,109,56.7
CA-077,San Joaquin County,California,2024,May,67.5,2.6,109,64.9
CA-079,San Luis Obispo County,California,2024,May,61.4,1.9,98,59.5
CA-081,San Mateo County,California,2024,May,58.8,2.9,118,55.9
CA-083,Santa Barbara County,California,2024,May,58.2,1.3,90,57
CA-085,Santa Clara County,California,2024,May,61,2.5,106,58.5
CA-087,Santa Cruz County,California,2024,May,58.1,1.6,100,56.5
